Temp,xFeed_1,xFeed_2,xFeed_3,xFeed_4,xPhaseI_1,xPhaseI_2,xPhaseI_3,xPhaseI_4,xPhaseII_1,xPhaseII_2,xPhaseII_3,xPhaseII_4,nIter,calculationTime,isSinglePhase
286.25,0.6225,0.01,0.01,0.3575,0.622500000000116,0.00999999999997252,0.0100000000000015,0.35749999999991,0.622495210162686,0.010001134679185,0.00999993772245827,0.357503717435671,7,3.4371728,1
297.5,0.6225,0.01,0.01,0.3575,0.622500000000017,0.00999999999999584,0.0100000000000002,0.357499999999986,0.622498199012899,0.0100004300198683,0.00999997813606462,0.357501392831168,7,3.3903912,1
308.75,0.6225,0.01,0.01,0.3575,0.622500000000003,0.00999999999999931,0.01,0.357499999999998,0.622499309828506,0.0100001701649165,0.00999999208726187,0.357500527919316,7,3.2791003,1
320,0.6225,0.01,0.01,0.3575,0.622500000000005,0.00999999999999829,0.0100000000000001,0.357499999999996,0.62249701756423,0.0100009860713166,0.00999995599129442,0.357502040373158,6,2.9540147,1
331.25,0.6225,0.01,0.01,0.3575,0.622500000000001,0.00999999999999967,0.01,0.357499999999999,0.622498631871592,0.0100004430360059,0.00999998245074181,0.35750094264166,6,3.0742993,1
342.5,0.6225,0.01,0.01,0.3575,0.6225,0.00999999999999994,0.01,0.3575,0.622499368068669,0.0100002015152784,0.00999999318076709,0.357500437235286,6,2.9700707,1
353.75,0.6225,0.01,0.01,0.3575,0.6225,0.00999999999999999,0.01,0.3575,0.622499707151179,0.0100000921575369,0.00999999752499582,0.357500203166289,6,2.8869639,1
365,0.6225,0.01,0.01,0.3575,0.6225,0.00999999999999996,0.01,0.3575,0.622497318874437,0.0100008732137211,0.00999998270470744,0.357501825207134,5,2.560811,1
275,0.745,0.01,0.01,0.235,0.74500000000033,0.009999999999901,0.0100000000000037,0.234999999999765,0.744996711830731,0.0100009861943472,0.00999996348274957,0.235002338492172,8,3.8969558,1
286.25,0.745,0.01,0.01,0.235,0.745000000000347,0.00999999999990402,0.010000000000003,0.234999999999745,0.744991319232748,0.0100023979269227,0.00999992408248943,0.23500635875784,7,3.5308086,1
297.5,0.745,0.01,0.01,0.235,0.745000000000049,0.00999999999998671,0.0100000000000004,0.234999999999964,0.744997132289461,0.0100007835118703,0.00999997844567875,0.23500210575299,7,3.4020738,1
308.75,0.745,0.01,0.01,0.235,0.745000000000008,0.00999999999999792,0.01,0.234999999999994,0.744998990889202,0.0100002781457351,0.00999999349568219,0.235000737469381,7,3.3531525,1
320,0.745,0.01,0.01,0.235,0.745000000000014,0.00999999999999516,0.0100000000000001,0.234999999999991,0.744995748004361,0.0100014551354145,0.00999996127114901,0.235002835589076,6,3.0074769,1
331.25,0.745,0.01,0.01,0.235,0.745000000000003,0.00999999999999909,0.01,0.234999999999998,0.744998169065041,0.0100006202523057,0.00999998669902966,0.235001223983624,6,3.0466627,1
342.5,0.745,0.01,0.01,0.235,0.745000000000001,0.00999999999999983,0.01,0.235,0.744999191360992,0.0100002712788989,0.00999999576846519,0.235000541591644,6,2.9183176,1
353.75,0.745,0.01,0.01,0.235,0.745,0.00999999999999997,0.01,0.235,0.744999636094713,0.0100001204045918,0.00999999900093436,0.235000244499761,6,2.7535418,1
365,0.745,0.01,0.01,0.235,0.745,0.0099999999999999,0.01,0.235,0.744996762778801,0.0100010940387059,0.0099999982179404,0.235002144964553,5,2.6105132,1
275,0.8675,0.01,0.01,0.1125,0.867500000000149,0.00999999999994657,0.0100000000000002,0.112499999999904,0.867498963027101,0.0100003710873455,0.0099999987720845,0.112500667113469,9,4.1805475,1
286.25,0.8675,0.01,0.01,0.1125,0.867500000000084,0.00999999999996969,0.01,0.112499999999947,0.867498623342431,0.0100004979157289,0.00999999977726481,0.112500878964575,8,3.8310623,1
297.5,0.8675,0.01,0.01,0.1125,0.867500000000091,0.00999999999996697,0.0099999999999999,0.112499999999942,0.867496650309033,0.0100012170664565,0.0100000039453865,0.112502128679124,7,3.3775492,1
308.75,0.8675,0.01,0.01,0.1125,0.867500000000012,0.00999999999999561,0.00999999999999997,0.112499999999992,0.867499036618933,0.0100003516957736,0.0100000025645711,0.112500609120722,7,3.3875396,1
320,0.8675,0.01,0.01,0.1125,0.867500000000024,0.00999999999999052,0.00999999999999992,0.112499999999985,0.867495723251865,0.0100016415492061,0.0100000131904353,0.112502622008494,6,2.9639953,1
331.25,0.8675,0.01,0.01,0.1125,0.867500000000004,0.00999999999999832,0.00999999999999998,0.112499999999997,0.867498338720895,0.010000642240768,0.010000008311688,0.112501010726649,6,2.8175666,1
342.5,0.8675,0.01,0.01,0.1125,0.867500000000001,0.0099999999999997,0.01,0.1125,0.867499316942123,0.0100002653104786,0.0100000049891876,0.11250041275821,6,2.8410852,1
353.75,0.8675,0.01,0.01,0.1125,0.8675,0.00999999999999994,0.01,0.1125,0.867499708329207,0.0100001142145431,0.0100000028512144,0.112500174605036,6,2.8989659,1
365,0.8675,0.01,0.01,0.1125,0.8675,0.00999999999999982,0.01,0.1125,0.867497306781108,0.0100010665469816,0.0100000341778105,0.1125015924941,5,2.64438,1
275,0.01,0.1325,0.01,0.8475,0.0100000000000589,0.132499999999117,0.0100000000000512,0.847500000000773,0.00999782861657439,0.132532549655432,0.00999811234290231,0.847471509385092,11,5.1034608,1
286.25,0.01,0.1325,0.01,0.8475,0.0100000000107656,0.132499999833104,0.010000000009161,0.84750000014697,0.00999889033747169,0.132517202815786,0.00999905573178407,0.847484851114958,11,4.9438841,1
297.5,0.01,0.1325,0.01,0.8475,0.0100000000016173,0.132499999974064,0.0100000000013439,0.847500000022975,0.00999816194009618,0.132529476106681,0.00999847263238869,0.847473889320834,10,4.7401419,1
308.75,0.01,0.1325,0.01,0.8475,0.01000000000004,0.132499999999336,0.0100000000000324,0.847500000000591,0.00999903032516974,0.132516092025819,0.00999921544517503,0.847485662203836,10,4.6605815,1
320,0.01,0.1325,0.01,0.8475,0.0100000000000003,0.132499999999996,0.0100000000000002,0.847500000000004,0.0099994936962438,0.132508702857673,0.0099996025303414,0.847492200915742,10,4.4869492,1
331.25,0.01,0.1325,0.01,0.8475,0.0100000000002542,0.132499999995469,0.0100000000001928,0.847500000004084,0.00999895659584949,0.132518601291515,0.00999920860643096,0.847483233506204,9,4.2397755,1
342.5,0.01,0.1325,0.01,0.8475,0.0100000000001603,0.132499999997031,0.0100000000001169,0.847500000002692,0.00999944340732089,0.132510307265565,0.00999959428770519,0.847490655039409,9,4.1822998,1
353.75,0.01,0.1325,0.01,0.8475,0.0100000000000004,0.132499999999992,0.0100000000000003,0.847500000000007,0.00999971466647169,0.13250550003736,0.00999980144288274,0.847494983853286,9,4.0081567,1
365,0.01,0.1325,0.01,0.8475,0.0100000000000363,0.13249999999927,0.0100000000000239,0.847500000000669,0.00999929936153219,0.132514093387758,0.00999953849284062,0.847487068757869,8,3.7934131,1
275,0.1325,0.1325,0.01,0.725,0.132500000257347,0.132499999564084,0.010000000017105,0.725000000161464,0.13246318071808,0.132562367612277,0.00999755273990154,0.724976898929741,15,6.4914958,1
286.25,0.1325,0.1325,0.01,0.725,0.132500000001085,0.132499999998124,0.0100000000000705,0.725000000000721,0.132474457421525,0.132544171277267,0.00999834022722727,0.724983031073981,14,6.1074488,1
297.5,0.1325,0.1325,0.01,0.725,0.132500000088731,0.132499999843253,0.010000000005622,0.725000000062393,0.132479321028094,0.132536530029111,0.00999868978727545,0.72498545915552,13,5.7463368,1
308.75,0.1325,0.1325,0.01,0.725,0.132500000002009,0.132499999996372,0.0100000000001237,0.725000000001495,0.132480480722901,0.132535252012769,0.00999879796955883,0.72498546929477,12,5.3908436,1
320,0.1325,0.1325,0.01,0.725,0.132500000000007,0.132499999999987,0.0100000000000004,0.725000000000006,0.132478533689085,0.132539676784951,0.00999872015975116,0.724983069366214,11,4.8684219,1
331.25,0.1325,0.1325,0.01,0.725,0.132500000000012,0.132499999999977,0.0100000000000007,0.72500000000001,0.132491073664396,0.132516906409122,0.00999948722740741,0.724992532699075,11,4.6488608,1
342.5,0.1325,0.1325,0.01,0.725,0.132500000024141,0.13249999995307,0.0100000000013282,0.725000000021461,0.132488202907113,0.132522933702943,0.00999935092890128,0.724989512461042,10,4.5168611,1
353.75,0.1325,0.1325,0.01,0.725,0.132500000014112,0.132499999971789,0.010000000000738,0.725000000013361,0.132494986435515,0.132510022566552,0.00999973780126691,0.724995253196666,10,4.528504,1
365,0.1325,0.1325,0.01,0.725,0.132500000000209,0.132499999999569,0.0100000000000103,0.725000000000211,0.132491758421603,0.132516981842166,0.00999959429283584,0.724991665443396,9,4.1233416,1
275,0.255,0.1325,0.01,0.6025,0.255000000063709,0.132499999928188,0.0100000000021834,0.602500000005919,0.254937642129359,0.132570288440112,0.0099978629515286,0.602494206479,21,8.7841573,1
286.25,0.255,0.1325,0.01,0.6025,0.255000000000031,0.132499999999965,0.010000000000001,0.602500000000003,0.254942414088766,0.132565990368328,0.009998073596526,0.60249352194638,18,7.5398322,1
297.5,0.255,0.1325,0.01,0.6025,0.255000000000178,0.132499999999793,0.0100000000000058,0.602500000000024,0.25495378807612,0.132553867042041,0.00999849538625571,0.602493849495583,16,6.9808554,1
308.75,0.255,0.1325,0.01,0.6025,0.255000000005134,0.132499999993908,0.0100000000001621,0.602500000000796,0.254975871376683,0.132528629732986,0.00999923808941448,0.602496260800917,15,6.4758176,1
320,0.255,0.1325,0.01,0.6025,0.255000000000003,0.132499999999996,0.0100000000000001,0.602500000000001,0.25496241981994,0.132545436221897,0.0099988540447596,0.602493289913403,13,5.6180445,1
331.25,0.255,0.1325,0.01,0.6025,0.255000000002426,0.132499999997008,0.010000000000071,0.602500000000495,0.254969176842361,0.132538015293406,0.0099990971866633,0.60249371067757,12,5.2478468,1
342.5,0.255,0.1325,0.01,0.6025,0.255000000003407,0.132499999995708,0.0100000000000952,0.60250000000079,0.254970780212586,0.13253681308232,0.0099991833995293,0.602493223305565,11,4.9947207,1
353.75,0.255,0.1325,0.01,0.6025,0.255000000011211,0.132499999985549,0.0100000000002964,0.602500000002944,0.254989483896048,0.132513555659367,0.00999972197089703,0.602497238473688,11,4.878747,1
365,0.255,0.1325,0.01,0.6025,0.255000000000176,0.132499999999768,0.0100000000000044,0.602500000000052,0.254987108528699,0.132517036268597,0.00999968111380655,0.602496174088898,10,4.5897597,1
275,0.3775,0.1325,0.01,0.48,0.377500000033216,0.132499999969105,0.0100000000007503,0.479999999996929,0.377405665486317,0.13258774431652,0.00999786907298469,0.480008721124178,35,14.2909244,1
286.25,0.3775,0.1325,0.01,0.48,0.377500000096279,0.132499999909199,0.010000000002118,0.479999999992404,0.377413772855143,0.132581320957108,0.00999810312747242,0.480006803060277,25,10.542027,1
297.5,0.3775,0.1325,0.01,0.48,0.377500000015015,0.132499999985636,0.0100000000003206,0.479999999999029,0.377452969929014,0.132544992298748,0.0099989957556046,0.480003042016633,21,8.8898332,1
308.75,0.3775,0.1325,0.01,0.48,0.377500000017554,0.132499999982954,0.0100000000003624,0.479999999999131,0.37746112752691,0.132537749656982,0.00999919746808796,0.480001925348021,18,7.5477174,1
320,0.3775,0.1325,0.01,0.48,0.377500000015807,0.132499999984406,0.010000000000314,0.479999999999474,0.377470681718891,0.132528924707523,0.00999941762364708,0.480000975949939,16,6.7760867,1
331.25,0.3775,0.1325,0.01,0.48,0.377500000002241,0.132499999997752,0.0100000000000426,0.479999999999965,0.37746674965378,0.132533359745884,0.0099993683215053,0.480000522278831,14,5.9178804,1
342.5,0.3775,0.1325,0.01,0.48,0.377500000000226,0.132499999999769,0.0100000000000041,0.480000000000001,0.377478770473012,0.132521685074533,0.0099996171956314,0.479999927256823,13,5.6431939,1
353.75,0.3775,0.1325,0.01,0.48,0.377500000007777,0.132499999991901,0.0100000000001318,0.48000000000019,0.377483398678075,0.132517288728545,0.00999971861367329,0.479999593979707,12,5.2597205,1
365,0.3775,0.1325,0.01,0.48,0.377500000000124,0.132499999999868,0.010000000000002,0.480000000000006,0.377484297119971,0.132516699640792,0.00999975297779327,0.479999250261443,11,4.8836961,1
275,0.5,0.1325,0.01,0.3575,0.505768855501385,0.123852980988203,0.0101144169200552,0.360263746590357,0.0210886443931322,0.850346996844366,0.000501484692267372,0.128062874070235,13,5.9094423,0
286.25,0.5,0.1325,0.01,0.3575,0.500000000554393,0.132499999219194,0.0100000000108333,0.35750000021558,0.0577672561293445,0.755340357443099,0.00135842460723578,0.18553396182032,42,14.628584,1
297.5,0.5,0.1325,0.01,0.3575,0.500000000091225,0.132499999921045,0.0100000000013908,0.35749999998634,0.499906000848585,0.132581356344282,0.0099985669037486,0.357514075903385,30,12.6214859,1
308.75,0.5,0.1325,0.01,0.3575,0.500000000095661,0.132499999916164,0.0100000000014032,0.357499999986772,0.499918812084206,0.132571152141645,0.00999880911751182,0.357511226656637,22,9.3692425,1
320,0.5,0.1325,0.01,0.3575,0.500000000000516,0.132499999999541,0.0100000000000072,0.357499999999935,0.499963054800696,0.132532806234311,0.0099994815860093,0.357504657378984,19,7.9536954,1
331.25,0.5,0.1325,0.01,0.3575,0.500000000000016,0.132499999999986,0.0100000000000002,0.357499999999998,0.499957469332452,0.13253829802497,0.00999943309214996,0.357504799550428,16,6.6705103,1
342.5,0.5,0.1325,0.01,0.3575,0.500000000000058,0.132499999999947,0.0100000000000007,0.357499999999994,0.499958564655062,0.132537872915666,0.00999948002653122,0.35750408240274,14,6.1388463,1
353.75,0.5,0.1325,0.01,0.3575,0.500000000005568,0.132499999994828,0.010000000000065,0.357499999999538,0.499975878728167,0.132522403428194,0.00999971830682885,0.35750199953681,13,5.6816241,1
365,0.5,0.1325,0.01,0.3575,0.500000000000087,0.132499999999918,0.0100000000000009,0.357499999999994,0.499982301661245,0.132516725129016,0.00999981058235225,0.357501162627386,12,5.2993679,1
275,0.6225,0.1325,0.01,0.235,0.661147757395854,0.0828968183372183,0.0106174378105175,0.24533798645641,0.0149396857457475,0.912284563703652,0.000293596951870184,0.0724821535987303,9,4.1949748,0
286.25,0.6225,0.1325,0.01,0.235,0.640887695006173,0.108925811869704,0.0102926629888184,0.239893830135305,0.0227152336973559,0.90146201039649,0.000453680991828611,0.0753690749143259,10,4.7158174,0
297.5,0.6225,0.1325,0.01,0.235,0.622501364186932,0.132498268831838,0.0100000215441522,0.235000345437077,0.039267183736702,0.872628833122761,0.000789197380107004,0.0873147857604305,14,5.8950385,1
308.75,0.6225,0.1325,0.01,0.235,0.622500000000118,0.1324999999999,0.0100000000000012,0.234999999999981,0.62242365040636,0.132564640811171,0.00999919787735617,0.235012510905113,39,15.5103953,1
320,0.6225,0.1325,0.01,0.235,0.62250000000085,0.132499999999273,0.0100000000000085,0.234999999999869,0.622456213009433,0.132537455240511,0.00999956446192097,0.235006767288136,24,9.9946278,1
331.25,0.6225,0.1325,0.01,0.235,0.622500000016384,0.132499999985832,0.0100000000001529,0.234999999997631,0.622460751219824,0.132533941203276,0.0099996337081703,0.23500567386873,19,7.9637357,1
342.5,0.6225,0.1325,0.01,0.235,0.622500000000009,0.132499999999992,0.0100000000000001,0.234999999999999,0.622461774311587,0.132533441862566,0.00999966915777715,0.23500511466807,16,6.9255113,1
353.75,0.6225,0.1325,0.01,0.235,0.622500000004321,0.132499999996173,0.0100000000000342,0.234999999999472,0.622465299633437,0.132530736119218,0.00999972570954447,0.235004238537801,14,6.4002186,1
365,0.6225,0.1325,0.01,0.235,0.622500000000062,0.132499999999945,0.0100000000000004,0.234999999999993,0.622480707520328,0.13251731717978,0.00999986359869887,0.235002111701194,13,5.8790167,1
275,0.745,0.1325,0.01,0.1125,0.812726692257796,0.0562999569019677,0.0109056532111593,0.120067697629077,0.0111333743236602,0.958181376729391,0.000186606728457916,0.0304986422184908,7,3.4994645,0
286.25,0.745,0.1325,0.01,0.1125,0.795623688951529,0.0755722060830434,0.0106750437981982,0.118129061167229,0.01718425483973,0.950949733872035,0.000294909059831295,0.0315711022284037,8,3.8785675,0
297.5,0.745,0.1325,0.01,0.1125,0.773006813219083,0.101028889126658,0.01037181578783,0.11559248186643,0.0262824765694948,0.940119156437404,0.000458374535112508,0.0331399924579891,8,4.1005696,0
308.75,0.745,0.1325,0.01,0.1125,0.74501549685544,0.132482615978834,0.0100002042679847,0.112501682897741,0.0409844382596408,0.92224869927229,0.000720192201362883,0.0360466702667061,9,4.0062151,1
320,0.745,0.1325,0.01,0.1125,0.745000000011884,0.132499999989498,0.0100000000000746,0.112499999998544,0.744937342731633,0.132555372937343,0.00999960670531995,0.112507677625704,83,31.4574408,1
331.25,0.745,0.1325,0.01,0.1125,0.745000000002815,0.132499999997496,0.0100000000000161,0.112499999999673,0.744957605612817,0.132537718036101,0.00999975783922146,0.11250491851186,24,10.2880725,1
342.5,0.745,0.1325,0.01,0.1125,0.745000000000003,0.132499999999998,0.01,0.1125,0.744947854222864,0.13254672399544,0.00999973424917123,0.112505687532525,18,7.5851947,1
353.75,0.745,0.1325,0.01,0.1125,0.745000000003777,0.13249999999659,0.0100000000000167,0.112499999999616,0.744947700311367,0.132547214784454,0.00999976872803462,0.112505316176144,15,6.9127144,1
365,0.745,0.1325,0.01,0.1125,0.745000000000044,0.13249999999996,0.0100000000000002,0.112499999999996,0.744979719092866,0.132518455256927,0.00999992534134358,0.112501900308863,14,6.2930199,1
275,0.01,0.255,0.01,0.725,0.0100000004280148,0.254999991567018,0.0100000003849772,0.72500000761999,0.00999537946221599,0.255091036367742,0.00999584406527719,0.724917740104765,17,7.560275,1
286.25,0.01,0.255,0.01,0.725,0.0100000005246665,0.254999989249908,0.0100000004635607,0.725000009761865,0.00999621453097861,0.255077561923621,0.00999665540896012,0.72492956813644,16,7.1420296,1
297.5,0.01,0.255,0.01,0.725,0.0100000004578027,0.254999990250825,0.0100000003965922,0.72500000889478,0.00999667616558921,0.255070782987627,0.00999712057866811,0.724935420268116,15,6.7435227,1
308.75,0.01,0.255,0.01,0.725,0.0100000000016421,0.254999999963664,0.0100000000013917,0.725000000033303,0.00999849061681999,0.255033400234599,0.00999872077832905,0.724969388370252,15,6.6880577,1
320,0.01,0.255,0.01,0.725,0.0100000000056885,0.254999999869156,0.0100000000047043,0.725000000120452,0.00999851508232587,0.255034155135585,0.00999877199903409,0.724968557783055,14,6.2710471,1
331.25,0.01,0.255,0.01,0.725,0.0100000000044594,0.254999999893313,0.0100000000035872,0.72500000009864,0.00999842298275829,0.255037728308357,0.00999873142905705,0.724965117279827,13,5.8230383,1
342.5,0.01,0.255,0.01,0.725,0.0100000000002717,0.254999999993232,0.0100000000002118,0.725000000006284,0.0099981791737823,0.255045354172438,0.00999858072202945,0.724957885931751,12,5.4091271,1
353.75,0.01,0.255,0.01,0.725,0.0100000000016145,0.254999999958073,0.0100000000012137,0.725000000039099,0.00999911266027906,0.255023042730244,0.00999933295488756,0.724978511654589,12,5.3557748,1
