Temp,xFeed_1,xFeed_2,xFeed_3,xFeed_4,xPhaseI_1,xPhaseI_2,xPhaseI_3,xPhaseI_4,xPhaseII_1,xPhaseII_2,xPhaseII_3,xPhaseII_4,nIter,calculationTime,isSinglePhase
300.304538557826,0.337267291609319,0.184190608534753,0.0273962879613553,0.451145811894573,0.337267291612682,0.184190608530883,0.0273962879615811,0.451145811894855,0.337173209612773,0.184298871117292,0.0273899716073651,0.451137947662569,29,11.9278961,1
358.669140781615,0.190551883986582,0.613464054545611,0.140530037279709,0.0554540241880973,0.19091057612613,0.612828853635255,0.14075055828758,0.055510011951036,0.190542251918414,0.613481111787168,0.140524115562599,0.055452520731819,58,23.8205251,1
289.178213249145,0.652610280269763,0.0875044138186273,0.254256260699189,0.00562904521242036,0.662485403396934,0.0737390787696378,0.25808188909991,0.00569362873351802,0.0116858079338001,0.980915056823841,0.00596175008805275,0.00143738515430639,7,3.4913144,0
345.58464253071,0.427630274130759,0.0710174376331686,0.481217110837571,0.0201351773985021,0.42763027413717,0.0710174376261704,0.481217110838517,0.0201351773981424,0.427622659431693,0.0710257493165759,0.481215986606055,0.0201356046456762,10,4.5868882,1
331.647501650109,0.200326792082719,0.178797996440929,0.0367398007938642,0.584135410682488,0.200326792179707,0.178797996281027,0.0367398008076198,0.584135410731647,0.200291679667111,0.178855885967088,0.0367348208669701,0.584117613498831,14,6.0292547,1
292.576674162414,0.477994018543772,0.0683093427832292,0.199362275203848,0.254334363469152,0.477994018543787,0.0683093427832165,0.199362275203852,0.254334363469145,0.477977446090171,0.0683230442308715,0.199357879242604,0.254341630436353,18,7.5780947,1
334.652946498282,0.142961817048245,0.244024562017179,0.470708507096229,0.142305113838347,0.142961817048908,0.244024562014924,0.470708507097799,0.142305113838369,0.142927291543667,0.244141999686569,0.470626730151635,0.142303978618128,26,10.6222199,1
285.912027033242,0.0768742208865909,0.192021129414492,0.565778940856595,0.165325708842322,0.0816271303686377,0.145646850187561,0.600450632503903,0.172275386939898,0.00271317168663409,0.915612692929807,0.0247863047009176,0.0568878306826411,12,5.2779445,0
360.484277846107,0.17545257058769,0.535875585329232,0.206023064577231,0.082648779505848,0.175474078694105,0.535828600015804,0.206043560416017,0.0826537608740734,0.175253587059366,0.536310272756596,0.205833446103202,0.0826026940808356,42,18.1923122,1
362.864349457736,0.262148394901689,0.133092024174533,0.339592673339214,0.265166907584565,0.262148394901819,0.133092024174323,0.339592673339307,0.265166907584551,0.262133792326227,0.13311557544074,0.339582252082996,0.265168380150037,11,4.964492,1
288.01441784753,0.266913164889143,0.671285933590087,0.026138640170748,0.0356622613500222,0.780251788939033,0.0732708716848762,0.0755384507525795,0.0709388886235108,0.0156287514696369,0.964020313990568,0.00195693662551895,0.0183939979142756,8,3.7265871,0
339.523537594553,0.208220821439016,0.656118387150978,0.0195776092453947,0.116083182164611,0.210981371197236,0.652323248255973,0.0198060205856385,0.116889359961153,0.208180377402952,0.656173988660743,0.0195742628552582,0.116071371081047,551,188.527409,1
364.473843269553,0.275438439969482,0.0578073728355509,0.491254950759152,0.175499236435815,0.275438439969506,0.0578073728355225,0.491254950759166,0.175499236435806,0.275436095971245,0.0578101290512362,0.491253618418044,0.175500156559475,8,3.6646036,1
319.694284296543,0.252025856418359,0.0470051378052237,0.157701166249781,0.543267839526636,0.252025856430161,0.0470051377948876,0.157701166255238,0.543267839519713,0.252010162037825,0.0470188827193636,0.157693909579144,0.543277045663668,8,3.7589471,1
321.275708796519,0.117651014311883,0.0921211985267034,0.783647023269254,0.00658076389215934,0.11765101431275,0.0921211985235874,0.783647023271549,0.00658076389211396,0.117647218351746,0.0921348482055785,0.783636970774789,0.00658096266788688,14,6.2008556,1
346.443069279907,0.161547625238249,0.118442355687075,0.264931785518711,0.455078233555964,0.161547625239646,0.118442355684239,0.264931785520246,0.455078233555869,0.161541069727689,0.118455672605181,0.264924579800574,0.455078677866555,11,4.9108394,1
