Temp,xFeed_1,xFeed_2,xPhaseI_1,xPhaseI_2,xPhaseII_1,xPhaseII_2,nIter,calculationTime,isSinglePhase
305.993562441269,0.214740500140478,0.785259499859522,0.907906767189893,0.0920932328101065,0.029593352922121,0.970406647077879,9,1.0207401,0
313.10504546375,0.396930769242407,0.603069230757593,0.888427487195582,0.111572512804418,0.0386904357326597,0.96130956426734,10,1.1393475,0
298.572271288016,0.383840594007735,0.616159405992265,0.924677414119985,0.0753225858800151,0.0223531349672048,0.977646865032795,8,0.8562307,0
275.320427583926,0.0399852140677673,0.960014785932233,0.960557974649307,0.0394420253506933,0.00900656848009801,0.990993431519902,6,0.7294318,0
304.751801598324,0.378914640666654,0.621085359333346,0.910940224201166,0.0890597757988338,0.0282397152966718,0.971760284703328,9,0.995519,0
287.710753382154,0.334318091140084,0.665681908859916,0.944084013943862,0.0559159860561382,0.0147322289139638,0.985267771086036,7,0.7869105,0
332.161243271077,0.490969559799422,0.509030440200578,0.811731971767035,0.188268028232965,0.0806984949967823,0.919301505003218,17,1.7805415,0
294.966760929176,0.692756549177435,0.307243450822565,0.931746532444995,0.0682534675550055,0.0194850525064834,0.980514947493517,7,0.7556652,0
332.420246205379,0.00886514732180661,0.991134852678193,0.0927320241341216,0.907267975865878,0.00886514731922552,0.991134852680774,7,0.7756742,1
304.907449569012,0.401201193463539,0.598798806536461,0.910565369908114,0.0894346300918864,0.0284059843932271,0.971594015606773,9,1.00501,0
294.427937703089,0.937107815541708,0.0628921844582923,0.937107823218203,0.0628921767817972,0.0203228256172359,0.979677174382764,6,0.6388889,1
333.954863606097,0.648630659862693,0.351369340137307,0.801884661516233,0.198115338483767,0.0867472734508328,0.913252726549167,18,2.025597,0
343.863953945975,0.843930809034447,0.156069190965553,0.843930809046175,0.156069190953825,0.843877620342863,0.156122379657137,29,2.8705977,1
307.371896386116,0.316369003049159,0.683630996950841,0.904422206073522,0.0955777939264777,0.0311710372146265,0.968828962785374,9,1.0006358,0
355.655434252838,0.544635623544593,0.455364376455407,0.594828841224906,0.405171158775094,0.241959293329792,0.758040706670208,67,7.0421401,0
291.991132460166,0.238125861937781,0.761874138062219,0.937081589269056,0.0629184107309438,0.0173844911382,0.9826155088618,7,0.7793021,0
342.087172951704,0.856010557197188,0.143989442802812,0.856010557198944,0.143989442801056,0.855950112939195,0.144049887060805,27,2.9009443,1
333.423308598982,0.783992905401388,0.216007094598612,0.80489817524272,0.19510182475728,0.0848973728254959,0.915102627174504,17,1.9010395,0
290.317008315067,0.415114057458505,0.584885942541495,0.939911058690905,0.0600889413090951,0.0162981811713892,0.983701818828611,7,0.8006413,0
308.723552924537,0.013620972660584,0.986379027339416,0.0136335794244557,0.986366420575544,0.0136209726605349,0.986379027339465,14,1.6855839,1
296.137056243345,0.94825710654842,0.0517428934515801,0.948257370780966,0.0517426292190337,0.0280104686251375,0.971989531374862,7,0.7613703,1
345.401984839571,0.169389294935264,0.830610705064736,0.720859460656373,0.279140539343627,0.141537933529799,0.858462066470201,28,3.1380692,0
340.26952614231,0.86812291471126,0.13187708528874,0.868122914716999,0.131877085283001,0.868091987084104,0.131908012915896,26,2.839354,1
360.505616638644,0.432798818722467,0.567201181277533,0.457564413999494,0.542435586000506,0.387096036042599,0.612903963957401,393,38.5645203,1
304.306603997751,0.134056002014013,0.865943997985987,0.912004047690744,0.0879959523092562,0.0277693998958695,0.97223060010413,9,1.0155647,0
297.865337158398,0.88956250848145,0.11043749151855,0.926110229383504,0.0738897706164957,0.0217607818609723,0.978239218139028,8,0.8705728,0
319.444698731042,0.950595447792865,0.0494045522071354,0.950595447792874,0.0494045522071262,0.95057958221551,0.04942041778449,15,1.5117165,1
338.55026649496,0.047809431517417,0.952190568482583,0.0478334998492566,0.952166500150743,0.0478094315097366,0.952190568490263,19,2.1295867,1
309.722072971032,0.589950455897464,0.410049544102536,0.8981438639743,0.1018561360257,0.0340575711510258,0.965942428848974,10,1.1351264,0
357.97406394963,0.283305662059856,0.716694337940144,0.539281301264463,0.460718698735537,0.280687435005774,0.719312564994226,120,11.1394794,1
320.732913383459,0.418687060319564,0.581312939680436,0.862797980952428,0.137202019047572,0.0516762339147495,0.94832376608525,12,1.2967282,0
364.345744074731,0.184299335946633,0.815700664053367,0.184475139662504,0.815524860337496,0.184299335795223,0.815700664204777,42,4.0823139,1
276.138537352936,0.453797509459593,0.546202490540407,0.959623753498406,0.0403762465015938,0.0093106432141893,0.990689356785811,6,0.7154651,0
316.476878375894,0.377916159557447,0.622083840442553,0.877766309240991,0.122233690759009,0.0439521004664212,0.956047899533579,11,1.212097,0
283.49012999019,0.900312760040323,0.099687239959677,0.950300131046082,0.0496998689539185,0.0124887264480192,0.987511273551981,6,0.7358818,0
301.703545983787,0.0293648460100208,0.970635153989979,0.918009143983361,0.0819908560166392,0.0251688154238006,0.974831184576199,8,0.9625783,0
310.176133353724,0.775215817560715,0.224784182439285,0.896890278639282,0.103109721360718,0.0346452692931768,0.965354730706823,10,1.0668847,0
358.917281780903,0.371203001697886,0.628796998302114,0.519414960028945,0.480585039971055,0.308651885246563,0.691348114753437,141,14.106034,0
340.024056402905,0.0835854846400274,0.916414515359973,0.0836514114375827,0.916348588562417,0.0835854846390575,0.916414515360943,58,5.1237594,1
332.308165370258,0.161266282970454,0.838733717029546,0.810950589387222,0.189049410612778,0.0811747489940109,0.918825251005989,17,1.8834686,0
320.986825029081,0.80661760185569,0.19338239814431,0.861848957651773,0.138151042348227,0.0521800983868061,0.947819901613194,12,1.3973771,0
279.944235370144,0.078187856695407,0.921812143304593,0.955013676975951,0.044986323024049,0.0108502636382648,0.989149736361735,6,0.7546019,0
290.67909347774,0.730996956143083,0.269003043856917,0.939309224089908,0.0606907759100916,0.016527607537787,0.983472392462213,7,0.8263435,0
357.209659420533,0.796742085152766,0.203257914847234,0.796742085152967,0.203257914847033,0.796658104276254,0.203341895723746,27,2.7405474,1
342.194515572705,0.620422509368217,0.379577490631783,0.747474820947723,0.252525179052277,0.122602268938166,0.877397731061834,24,2.618122,0
285.456002400899,0.672682899505803,0.327317100494197,0.947499550308098,0.052500449691902,0.0134915809480937,0.986508419051906,6,0.7152592,0
336.68502164424,0.969901240880505,0.0300987591194947,0.969901240880505,0.0300987591194946,0.9698999830605,0.0301000169394999,9,0.9962659,1
314.392278551038,0.430971714216493,0.569028285783507,0.884453281324219,0.115546718675782,0.0406189313503224,0.959381068649678,11,1.2489007,0
363.346812773822,0.980363969568254,0.0196360304317462,0.980363969568287,0.0196360304317132,0.980361682760642,0.0196383172393577,6,0.8161478,1
281.555711519469,0.439273013342838,0.560726986657162,0.952923751418359,0.0470762485816406,0.0115689302111066,0.988431069788893,6,0.7785081,0
351.417186080743,0.541277047970393,0.458722952029607,0.657681311743047,0.342318688256953,0.189802762558148,0.810197237441852,42,3.4528143,0
337.648278358452,0.949825890429429,0.0501741095705712,0.949825890429611,0.0501741095703891,0.949818540731529,0.0501814592684714,11,0.9951637,1
281.926996803263,0.748111266065176,0.251888733934824,0.952430059261322,0.0475699407386779,0.0117405281538524,0.988259471846148,6,0.5699893,0
359.548665997256,0.661780451846216,0.338219548153784,0.661780462803917,0.338219537196083,0.661458680190024,0.338541319809976,65,4.8929069,1
280.45748154534,0.152326768240761,0.847673231759239,0.954357258934111,0.0456427410658888,0.0110746271737873,0.988925372826213,6,0.5891227,0
363.430249985423,0.83705861776906,0.16294138223094,0.837058617778935,0.162941382221065,0.837025793516649,0.162974206483351,19,1.6199423,1
359.974216372905,0.327437634657966,0.672562365342034,0.331069355238847,0.668930644761153,0.327366146895732,0.672633853104268,564,47.0823803,1
345.846522860097,0.142882365239759,0.857117634760241,0.71360234294401,0.28639765705599,0.142775406851209,0.857224593148791,31,3.2328689,1
311.902711032525,0.145145968698365,0.854854031301635,0.891982091771613,0.108017908228387,0.0369749180021392,0.963025081997861,10,1.142215,0
322.986040881219,0.630854818059087,0.369145181940913,0.85407992432568,0.14592007567432,0.0563384405377224,0.943661559462278,13,1.4497314,0
349.593928409055,0.962325292399222,0.0376747076007776,0.962325292399223,0.0376747076007775,0.962314848481022,0.0376851515189782,8,0.9904781,1
345.516120513242,0.0025741835952214,0.997425816404779,0.0229850779487095,0.97701492205129,0.00257418321861652,0.997425816781384,5,0.6322668,1
327.28335044893,0.725409584840718,0.274590415159282,0.835781527399401,0.164218472600599,0.0665413298195916,0.933458670180409,14,1.6720701,0
322.11698259292,0.531681821469527,0.468318178530473,0.857496828865495,0.142503171134505,0.0544898043891571,0.945510195610843,13,1.474662,0
279.119453363611,0.774820545063362,0.225179454936638,0.956050845522954,0.043949154477046,0.0104983293581436,0.989501670641856,6,0.7521318,0
283.890918205675,0.00614337608090675,0.993856623919093,0.825303166865476,0.174696833134524,0.00614337321225896,0.993856626787741,32,2.5476691,1
305.679773326211,0.313689859230748,0.686310140769252,0.908682634856663,0.091317365143337,0.0292453713605739,0.970754628639426,9,1.0667314,0
330.798164600668,0.36967430307164,0.63032569692836,0.818841944816528,0.181158055183472,0.076424741558108,0.923575258441892,16,1.8440354,0
350.00027769474,0.721540430074979,0.278459569925021,0.721540430099246,0.278459569900754,0.721306292071713,0.278693707928287,154,14.2794698,1
360.842446834953,0.930766298590508,0.0692337014094917,0.93076629859057,0.0692337014094295,0.930748937068876,0.0692510629311242,10,1.2250779,1
292.920408212667,0.594966384391347,0.405033615608653,0.935458452416486,0.0645415475835136,0.0180164084090848,0.981983591590915,7,0.8335569,0
313.896408298781,0.339601512797697,0.660398487202303,0.885988547220108,0.114011452779892,0.0398650999826792,0.960134900017321,11,1.2925928,0
285.027173684791,0.655180920624353,0.344819079375647,0.948122325515111,0.0518776744848891,0.0132667225505348,0.986733277449465,6,0.7578831,0
345.696592612067,0.306725116910665,0.693274883089334,0.718184055699025,0.281815944300975,0.143477362778925,0.856522637221075,29,3.1717865,0
296.886880455795,0.112741207997881,0.887258792002119,0.928050894650216,0.071949105349784,0.0209656111662721,0.979034388833728,8,0.8863448,0
344.717152755557,0.841454729033927,0.158545270966073,0.841454729052313,0.158545270947687,0.84141087140706,0.15858912859294,29,3.0872246,1
351.013628903213,0.301048818237101,0.698951181762899,0.662632634876472,0.337367365123528,0.18585204087671,0.81414795912329,41,4.3436527,0
295.381040984217,0.643422438258764,0.356577561741236,0.93094434259274,0.0690556574072602,0.0197957581866638,0.980204241813336,8,0.8093586,0
302.873594562207,0.99649071394716,0.00350928605283962,0.996490713947162,0.00350928605283827,0.996490685778098,0.0035093142219023,6,0.7810318,1
290.270866045151,0.273134222907926,0.726865777092074,0.939987358093963,0.0600126419060373,0.0162691588303524,0.983730841169648,7,0.8053788,0
339.540229022481,0.514309581239377,0.485690418760623,0.766936673097247,0.233063326902753,0.109335615312785,0.890664384687215,21,2.3424861,0
336.354967517785,0.219978000864156,0.780021999135844,0.787736781975542,0.212263218024458,0.0956903022175346,0.904309697782466,19,2.1172179,0
