Temp,xFeed_1,xFeed_2,xFeed_3,xPhaseI_1,xPhaseI_2,xPhaseI_3,xPhaseII_1,xPhaseII_2,xPhaseII_3,nIter,calculationTime,isSinglePhase
285.221213912601,0.180570367892193,0.728968231014247,0.09046140109356,0.623369959185162,0.0677398773633178,0.30889016345152,0.00920956260185703,0.984859666757371,0.0059307706407719,7,1.7812572,0
303.03766614204,0.780988773061772,0.192322512512776,0.026688714425452,0.882557848772979,0.0873232045072165,0.0301189467198048,0.0257506837405694,0.973066810941177,0.00118250531825348,7,1.72311,0
277.489275594819,0.782500747328958,0.139369053752168,0.0781301989188741,0.86809540385922,0.0452553303073209,0.0866492658334587,0.00899300464078335,0.989862492581084,0.00114450277813278,6,1.5725897,0
357.404809089831,0.376153572796287,0.158497830354107,0.465348596849606,0.376153572858664,0.158497830258595,0.465348596882741,0.376128902359296,0.158535605743977,0.465335491896727,15,3.4218413,1
305.600835995526,0.331556560657199,0.348773055008284,0.319670384334517,0.442575191588069,0.132562321314825,0.424862487097107,0.0164617929010228,0.962425649607064,0.0211125574919132,11,2.371816,0
349.135285490369,0.0773384733225091,0.652393145667926,0.270268381009565,0.0776219698094086,0.651264483418285,0.271113546772306,0.0773366946939419,0.652400226781847,0.270263078524211,94,18.4854775,1
348.35624327538,0.248060677243356,0.521822055238173,0.23011726751847,0.248128040944016,0.52170352129566,0.230168437760324,0.2456167301963,0.526122452573001,0.228260817230698,437,63.1508266,1
333.131959197237,0.314811953932352,0.17540768863221,0.509780357435438,0.314811953932371,0.175407688632176,0.509780357435453,0.314764800474626,0.175495277319365,0.509739922206009,25,5.3082837,1
322.669077605763,0.653515351610364,0.11022155978535,0.236263088604286,0.653515351610389,0.110221559785324,0.236263088604287,0.653487237740601,0.110251652886176,0.236261109373223,36,7.3173802,1
292.628443930832,0.566632477798465,0.232959835707658,0.200407686493877,0.680833655833957,0.0786836778698581,0.240482666296185,0.0135889629784814,0.980074971043856,0.00633606597766265,7,1.7798591,0
332.070786724678,0.813011606172435,0.00646025123557775,0.180528142591987,0.813011606172436,0.0064602512355776,0.180528142591987,0.8130115069294,0.00646028424503225,0.180528208825567,6,1.5451996,1
334.633651685439,0.155949709775062,0.14186225319487,0.702188037030067,0.155949709775201,0.141862253194425,0.702188037030374,0.155940529976106,0.141891751175722,0.702167718848172,17,3.9465596,1
310.345587447692,0.177218105526068,0.592716383365157,0.230065511108775,0.369727285869295,0.15885820589592,0.471414508234785,0.017646312172398,0.952343531101628,0.0300101567259737,13,2.7850464,0
364.371495625829,0.409595764092757,0.0825164360771686,0.507887799830074,0.409595764092758,0.082516436077168,0.507887799830074,0.409578437957014,0.0825365686197592,0.507884993423227,9,2.1517946,1
309.954803146482,0.0492269827733913,0.0564433150111661,0.894329702215443,0.0492269827733914,0.0564433150111654,0.894329702215443,0.0492259743054091,0.0564497443367077,0.894324281357883,12,2.8254853,1
338.185629765997,0.611213099082791,0.16488438502386,0.223902515893349,0.611213099082805,0.164884385023844,0.223902515893351,0.611154812323292,0.164951280303305,0.223893907373404,28,5.9346424,1
361.011608629729,0.417403690612472,0.0188248107072093,0.563771498680319,0.417403690612473,0.0188248107072085,0.563771498680318,0.417402454150092,0.0188254433462725,0.563772102503635,6,1.6044865,1
298.414932456463,0.039715074381368,0.292577787656947,0.667707137961685,0.0478992345985475,0.14845565084626,0.803645114555192,0.00146369003383117,0.966180344527928,0.0323559654382409,12,2.588563,0
307.201518874086,0.0125234231952701,0.89753525549321,0.0899413213115201,0.110865342458369,0.179869474163842,0.709265183377788,0.00513813592512178,0.951430562792359,0.0434313012825195,14,2.9737038,0
301.090731339687,0.422440313313145,0.284233389787456,0.293326296899398,0.525467496158496,0.110573774200729,0.363958729640774,0.0155851580221454,0.970016577447444,0.0143982645304109,9,2.1353718,0
342.14116249215,0.327820523837255,0.429317541241751,0.242861934920994,0.361022720124317,0.373649653383945,0.265327626491738,0.102313792125427,0.807409500688607,0.0902767071859662,45,9.7830355,0
304.552972883796,0.591835621977052,0.128010616996056,0.280153761026892,0.601497018220049,0.113830943080943,0.284672038699008,0.0202423601744768,0.966916905547425,0.0128407342780983,10,2.3140727,0
313.877607924783,0.0548246942354055,0.271346878609431,0.673828427155164,0.0582645233929792,0.226651701417728,0.715083775189293,0.00402153328589889,0.931454162000917,0.0645243047131845,18,3.9701696,0
359.916091563468,0.277801217948498,0.360286799487882,0.36191198256362,0.277801218915134,0.360286797623405,0.36191198346146,0.277702875057816,0.360476486174174,0.36182063876801,35,7.3194745,1
297.305105724292,0.0181654599545076,0.910692172781562,0.0711423672639303,0.188917150590388,0.129560029123777,0.681522820285834,0.00522330143476763,0.969898239734313,0.0248784588309196,11,2.503595,0
350.0485081203,0.0800780267184151,0.630283686842205,0.28963828643938,0.0803351501529567,0.629239270836181,0.290425579010862,0.0800697507743953,0.630317303102872,0.289612946122732,87,17.9155443,1
331.629938121239,0.0989892541711532,0.808865832486004,0.0921449133428425,0.402530787537021,0.269124560615129,0.32834465184785,0.05589175481173,0.88549949398455,0.0586087512037203,24,5.4494452,0
300.580238124901,0.00895577854735635,0.205080824648542,0.785963396804101,0.00944385624102088,0.162271835612492,0.828284308146487,0.000326375071756341,0.961960402571906,0.0377132223563375,13,2.9425266,0
341.293666315624,0.888284274831139,0.0253824475409172,0.0863332776279435,0.888284274831615,0.0253824475405545,0.0863332776278301,0.888277651611155,0.0253874928358142,0.0863348555530309,7,1.8456047,1
282.251102169323,0.920796846386713,0.0395577523722255,0.0396454012410619,0.920796943984139,0.0395576505926467,0.0396454054232139,0.014255328984767,0.984945523835398,0.000799147179834609,6,1.4201929,1
276.197355103068,0.317110100552144,0.435587002850602,0.247302896597254,0.530221773268875,0.0570475889859297,0.412730637745195,0.00539109991432599,0.989277592801368,0.00533130728430629,6,1.5935279,0
292.311547881791,0.0245637033132038,0.171861964757288,0.803574331929509,0.025883895323433,0.127683013330707,0.84643309134586,0.000592383277625491,0.974039053602885,0.0253685631194892,11,2.5386278,0
294.317424380836,0.321379075193691,0.13438542051295,0.544235504293359,0.331403735018239,0.10751698318133,0.56107928180043,0.00768323344711882,0.975163782340068,0.017152984212813,9,2.1652927,0
278.159061824954,0.827497882114044,0.0357250396804358,0.136777078205521,0.827497940851356,0.0357249712747428,0.136777087873901,0.0116708580080068,0.985840227176504,0.00248891481548966,6,1.4290107,1
332.020916829248,0.206363586939808,0.400766946714998,0.392869466345195,0.234301759915914,0.322846441749645,0.442851798334441,0.0416832484262177,0.86006595477177,0.0982507968020125,31,6.9929447,0
