Temp,xFeed_1,xFeed_2,xPhaseI_1,xPhaseI_2,xPhaseII_1,xPhaseII_2,nIter,calculationTime,isSinglePhase
338.91675100229,0.353167272309294,0.646832727690706,0.771184043847937,0.228815956152063,0.106490855711599,0.893509144288401,21,2.4898696,0
353.580875270525,0.83946267310749,0.16053732689251,0.839462673119795,0.160537326880205,0.839409624523694,0.160590375476306,22,2.4557294,1
300.441641527911,0.636538521471293,0.363461478528707,0.920761159481216,0.0792388405187838,0.0239951745248212,0.976004825475179,8,0.9316508,0
351.417098275992,0.246931779942547,0.753068220057453,0.657680436051652,0.342319563948348,0.189800717668126,0.810199282331874,42,5.2691834,0
348.779135772089,0.483249773168839,0.516750226831161,0.687992522011824,0.312007477988176,0.166075359534981,0.833924640465019,35,4.1844518,0
354.137159079383,0.989235188001285,0.010764811998715,0.989235188001286,0.0107648119987142,0.989235062407798,0.0107649375922019,6,0.7697599,1
279.446389108554,0.739565681069219,0.260434318930781,0.955642307694265,0.0443576923057351,0.0106365767736285,0.989363423226371,6,0.7350175,0
298.759089373282,0.0303097052357744,0.969690294764226,0.924294427860391,0.0757055721396087,0.0225122418955314,0.977487758104469,8,0.9338382,0
351.650016282855,0.57185652101384,0.42814347898616,0.654740970866485,0.345259029133515,0.192152877060699,0.8078471229393,43,4.9940021,0
359.982573606252,0.645274961209154,0.354725038790846,0.645274961808044,0.354725038191956,0.644890739800829,0.355109260199171,72,7.8628668,1
287.647683395727,0.387780826272133,0.612219173727867,0.9441816237304,0.0558183762695998,0.0146961257432059,0.985303874256794,7,0.8050575,0
304.327418374205,0.264172838981666,0.735827161018334,0.911954585398525,0.0880454146014748,0.0277912162968838,0.972208783703116,9,1.0087889,0
279.11313924999,0.579918982975275,0.420081017024725,0.956058703195025,0.043941296804975,0.0104956754468127,0.989504324553187,6,0.7281904,0
322.890869155395,0.767544141225667,0.232455858774333,0.854458404509304,0.145541595490696,0.0561327771534903,0.94386722284651,13,1.5180997,0
314.801431797738,0.107297524556733,0.892702475443267,0.883170741457805,0.116829258542194,0.0412519463444091,0.958748053655591,11,1.3167023,0
294.021558937532,0.420218034783226,0.579781965216774,0.933484980377613,0.0665150196223871,0.0187931782486092,0.981206821751391,7,0.8413662,0
295.256618923141,0.50703207539411,0.49296792460589,0.931178472365909,0.0688215276340912,0.0197019239479761,0.980298076052024,8,0.9504149,0
284.41079070117,0.865581173211103,0.134418826788897,0.949005797180819,0.0509942028191813,0.0129495460292786,0.987050453970721,6,0.7920532,0
275.462879175559,0.613363693571855,0.386636306428145,0.960396700012417,0.0396032999875833,0.0090588654039694,0.990941134596031,6,0.8311857,0
292.903530520143,0.648201428529228,0.351798571470772,0.935488276311527,0.0645117236884726,0.0180047417598947,0.981995258240105,7,0.8270161,0
331.708948926488,0.0619860260124298,0.93801397398757,0.729514860285856,0.270485139714144,0.0619859207303143,0.938014079269686,36,3.3665058,1
327.290352617718,0.495652227920169,0.504347772079831,0.835749693941613,0.164250306058387,0.0665594766995948,0.933440523300405,14,1.6914949,0
358.912848308746,0.136464522253521,0.863535477746479,0.136566306282173,0.863433693717827,0.136464522199064,0.863535477800936,34,3.7925469,1
330.667569087249,0.683648858384793,0.316351141615207,0.819502748222219,0.180497251777781,0.0760295502642784,0.923970449735722,16,1.9007109,0
316.191524147952,0.778985320415779,0.221014679584221,0.878704476824514,0.121295523175486,0.0434796375017912,0.956520362498209,11,1.3715152,0
