Temp,xFeed_1,xFeed_2,xFeed_3,xFeed_4,xFeed_5,xPhaseI_1,xPhaseI_2,xPhaseI_3,xPhaseI_4,xPhaseI_5,xPhaseII_1,xPhaseII_2,xPhaseII_3,xPhaseII_4,xPhaseII_5,nIter,calculationTime,isSinglePhase
293.683565885715,0.00272946191267295,0.0568566029738331,0.0045915399456896,0.930530350128149,0.00529204503965541,0.00272946191270197,0.0568566029729415,0.00459153994572909,0.930530350128932,0.00529204503969583,0.00272913718264189,0.0568665818127545,0.00459109791846574,0.930521590416617,0.00529159266952053,7,6.2231119,1
357.884669520233,0.258169494989212,0.336424766439631,0.00350588385303694,0.225583083518679,0.17631677119944,0.258169495035942,0.33642476634819,0.00350588385350658,0.225583083530337,0.176316771232024,0.25808974611354,0.336580819059665,0.00350508237693422,0.22556318910138,0.176261163348481,30,21.874584,1
362.678049356584,0.48641267374169,0.0572273000797386,0.155545806936744,0.0135763679077523,0.287237851334075,0.486412673742225,0.057227300079081,0.155545806936658,0.0135763679077184,0.287237851334317,0.486401749031168,0.057240725289736,0.155547567153048,0.0135770616507504,0.287232896875297,8,7.0468055,1
289.704679401763,0.593903209274887,0.0802788129458227,0.102312626787958,0.142005364431862,0.0814999865594707,0.593903226492141,0.0802787879726203,0.10231262971715,0.142005367032746,0.0814999887853431,0.0259189085633168,0.904126042136236,0.0056807732218957,0.0562041542490828,0.00807012182946863,11,8.0110855,1
285.599843088828,0.0744234982780776,0.159732480985014,0.347036909714666,0.405124947010918,0.013682164011325,0.0744234982814472,0.159732480969099,0.3470369097279,0.405124947009794,0.0136821640117594,0.0744002901760674,0.159842091656552,0.346945759713183,0.405132686314325,0.013679172139873,29,21.4923376,1
344.255823066027,0.218603095432603,0.0682774646719098,0.132379677033501,0.52499858696819,0.055741175893797,0.218603095434634,0.0682774646694164,0.132379677034302,0.524998586967325,0.0557411758943217,0.218599162221132,0.0682822923357664,0.132378125056963,0.525000260380588,0.0557401600055509,9,7.3409673,1
277.599207861753,0.0276449702264564,0.335998580687623,0.443325993737205,0.118094258900605,0.0749361964481111,0.0374263771234778,0.119045633286932,0.599085361170838,0.144563934235993,0.0998786941827586,0.000814655772053022,0.931098637545771,0.0160793970604109,0.0454881685670469,0.00651914105471793,10,7.9654333,0
299.903025955222,0.518068429332788,0.0318819996897251,0.348410350864483,0.0872432062338098,0.0143960138791939,0.518068429332788,0.0318819996897251,0.348410350864483,0.0872432062338098,0.0143960138791939,0.518053479923974,0.0318925652390859,0.348408907090004,0.0872491121605977,0.0143959355863385,10,7.5751674,1
359.799471406588,0.121024861691159,0.0982570487975865,0.0651316324370064,0.396019280339267,0.319567176734982,0.121024861691159,0.0982570487975862,0.0651316324370064,0.396019280339267,0.319567176734982,0.121021036860973,0.0982693655684312,0.0651304922072286,0.396022896160778,0.31955620920259,10,7.6896137,1
342.646399544942,0.134372339438799,0.298818845934713,0.266029064484713,0.115312570597677,0.185467179544098,0.13437233944938,0.298818845894181,0.266029064500044,0.115312570598855,0.18546717955754,0.134331176494757,0.298976527143258,0.265969424027261,0.11530798794684,0.185414884387884,34,24.5451122,1
