Temp,xFeed_1,xFeed_2,xFeed_3,xPhaseI_1,xPhaseI_2,xPhaseI_3,xPhaseII_1,xPhaseII_2,xPhaseII_3,nIter,calculationTime,isSinglePhase
299.939316840812,0.494951067288254,0.491678031656927,0.0133709010548191,0.896121048956119,0.0798452528654016,0.0240336981784793,0.0230345743411231,0.976137710917959,0.000827714740917594,6,1.5293703,0
314.873151277454,0.413312975692676,0.180004252067269,0.406682772240055,0.417484304899477,0.171813481428816,0.410702213671707,0.024137276363735,0.944184860508694,0.0316778631275707,14,2.8952045,0
341.776601199854,0.185006622981375,0.00205647880663237,0.812936898211992,0.185006622981375,0.00205647880663234,0.812936898211992,0.185005988239024,0.00205657952949425,0.812937432231482,4,1.3674391,1
356.384119350233,0.771884040221826,0.209014801555387,0.0191011582227874,0.771884040235643,0.20901480154143,0.0191011582229274,0.771805442981815,0.209094195275252,0.0191003617429323,28,5.3793791,1
304.00670381824,0.665780461384436,0.196398004341091,0.137821534274474,0.745789002301849,0.100034193045189,0.154176804652962,0.023485934440102,0.969989771934286,0.00652429362561211,9,2.0651851,0
347.528453172655,0.607788561988374,0.354060883439435,0.0381505545721905,0.643114868935111,0.316701587863123,0.040183543201766,0.155210042961484,0.832684779486885,0.0121051775516312,34,6.6987129,0
347.915027147035,0.262916693431646,0.0311435769535453,0.705939729614808,0.262916693431732,0.0311435769534656,0.705939729614802,0.262914774437479,0.0311453634234197,0.705939862139101,7,1.7474332,1
307.895027227507,0.324540345516914,0.401864708943938,0.273594945539148,0.469256651031446,0.137673874909289,0.393069474059265,0.0191628280063561,0.959355039834424,0.02148213215922,11,2.378537,0
279.879503711576,0.343841695671109,0.152552438610368,0.503605865718523,0.377131213402499,0.0706914408014935,0.552177345796007,0.00458653415205323,0.986802014042735,0.00861145180521177,7,1.7554537,0
325.370675869448,0.558328118019089,0.0149608419141196,0.426711040066791,0.558328118019129,0.0149608419141018,0.42671104006677,0.558327339742415,0.0149611911506093,0.426711469106976,7,1.7682255,1
322.509387721345,0.111530797307354,0.126734651003888,0.761734551688757,0.111530797310966,0.126734650988312,0.761734551700721,0.111523720499776,0.126765169181611,0.761711110318613,19,3.81721,1
337.361396425535,0.227820978551035,0.489121038710339,0.283057982738626,0.291114942931337,0.353795630441856,0.355089426626807,0.0679360652810642,0.830962340263626,0.10110159445531,38,7.1270817,0
314.303109239935,0.89348921346065,0.0446598480286222,0.0618509385107275,0.893489213460726,0.0446598480285532,0.0618509385107212,0.893484854183047,0.0446638388487161,0.0618513069682367,15,3.1777093,1
327.750703376149,0.156514967845253,0.583126037057944,0.260358995096803,0.278237100262858,0.273353886401687,0.448409013335455,0.0355075731107902,0.891079243000824,0.0734131838883854,23,4.6147583,0
353.842464968915,0.00284473342694845,0.611440635558623,0.385714631014428,0.00284874701552091,0.610982678054141,0.386168574930338,0.00284463734199781,0.611451599020229,0.385703763637773,49,8.7980187,1
363.475545087975,0.509343006775523,0.45395647296391,0.0367005202605668,0.509343031372451,0.453956447039389,0.0367005215881595,0.508651943423241,0.454684835716661,0.036663220860098,95,14.7707499,1
360.916064313276,0.144761773894599,0.392966040594363,0.462272185511038,0.144761775503919,0.39296603518048,0.462272189315601,0.144698585222945,0.393178612363361,0.462122802413694,32,5.7093938,1
282.310806591152,0.0810371741230906,0.296588743520533,0.622374082356376,0.104734968866413,0.0918600171440187,0.803405013989569,0.00147974729947211,0.98389702869259,0.0146232240079377,8,1.9512902,0
286.951031255219,0.426580005405196,0.0900842431076798,0.483335751487124,0.430304670543854,0.0821608962617214,0.487534433194425,0.00706574276706771,0.982501919856571,0.0104323373763613,8,1.9067981,0
334.928314694021,0.0753971624073361,0.418469813506384,0.50613302408628,0.075402619731899,0.418430814087769,0.506166566180332,0.026535447125211,0.767647962354246,0.205816590520543,81,12.4126498,1
276.562251025629,0.768696418247635,0.210161723817308,0.0211418579350569,0.932553620655939,0.0418127180102529,0.0256336613338079,0.00923386209240211,0.990443361714592,0.000322776193006201,6,1.5904812,0
329.660908159635,0.801279737557784,0.0610381732799545,0.137682089162262,0.801279737557934,0.0610381732798176,0.137682089162248,0.801271167145203,0.0610459687191109,0.137682864135686,13,2.967033,1
328.541850627711,0.203260354634975,0.231337494049723,0.565402151315302,0.203260354635061,0.231337494049484,0.565402151315455,0.203216909932423,0.231458943990238,0.565324146077339,54,9.0074537,1
306.945066737041,0.281198284319492,0.0891351718203626,0.629666543860145,0.281198284319493,0.0891351718203613,0.629666543860146,0.281185301379597,0.0891579303019905,0.629656768318412,37,6.2704047,1
341.071675325302,0.166147745875415,0.429903732755059,0.403948521369526,0.166147839293223,0.429903459857645,0.403948700849132,0.165878575924211,0.430690047325376,0.403431376750413,149,22.6644762,1
283.54572780284,0.337703218313228,0.655989048993715,0.00630773269305718,0.93213789946327,0.0505717341992962,0.0172903663374338,0.0123079331022878,0.987396260023258,0.000295806874453822,6,1.939459,0
