Temp,xFeed_1,xFeed_2,xFeed_3,xFeed_4,xPhaseI_1,xPhaseI_2,xPhaseI_3,xPhaseI_4,xPhaseII_1,xPhaseII_2,xPhaseII_3,xPhaseII_4,nIter,calculationTime,isSinglePhase
363.427157451029,0.270526966156521,0.255561997783775,0.278829353758197,0.195081682301508,0.270526966158153,0.255561997780792,0.278829353759324,0.195081682301731,0.270484533957724,0.255639541147074,0.278800062406303,0.195075862488899,18,7.9278774,1
329.505566626656,0.0750960841163203,0.0602017282001688,0.107388090593112,0.757314097090399,0.075096084117882,0.0602017281967964,0.107388090594786,0.757314097090536,0.0750943864608454,0.0602053940881628,0.107386271403462,0.757313948047529,8,3.7029095,1
306.359111593983,0.752426583889038,0.00428783678362266,0.0523560971989796,0.19092948212836,0.752426583889038,0.00428783678362245,0.0523560971989797,0.19092948212836,0.752426368419795,0.00428791705518089,0.0523560645225435,0.190929650002481,6,3.0391791,1
307.664892215596,0.240913610012719,0.487558340652453,0.112893332855369,0.158634716479459,0.391747857972293,0.214841475009744,0.180703189964756,0.212707477053208,0.038470655921081,0.853586670810729,0.0218819877831589,0.0860606854850307,18,7.7640163,0
293.27343468858,0.490744030925584,0.0810122943915192,0.402568216298649,0.025675458384247,0.490744053774605,0.0810122521395915,0.402568234870634,0.0256754592151704,0.013579493632688,0.963374930474616,0.0147225976834589,0.00832297820923683,8,3.1877726,1
341.066060048329,0.365783845368262,0.347240843219453,0.121253871176969,0.165721440235317,0.365783851155566,0.347240835267376,0.121253872668561,0.165721440908497,0.365521877472695,0.347600801620773,0.121186352812094,0.165690968094439,54,19.4231856,1
288.120658396643,0.00861002025048589,0.0356467850074723,0.938336849138865,0.017406345603177,0.00861002025048598,0.0356467850074699,0.938336849138867,0.0174063456031767,0.00860985535722548,0.0356513978958521,0.938331771686961,0.0174069750599618,12,5.3744218,1
305.934202062916,0.0740750422524744,0.0578595453421871,0.235788186128079,0.63227722627726,0.0740750422525172,0.0578595453420782,0.23578818612819,0.632277226277214,0.074071125850636,0.0578694888119902,0.235778015845539,0.632281369491834,9,4.1500466,1
355.77401893645,0.308812807683677,0.27515017862033,0.0128653895967283,0.403171624099265,0.308812807707616,0.275150178586463,0.0128653895974662,0.403171624108455,0.30874733813435,0.275242801111332,0.0128633715779634,0.403146489176355,19,8.1765559,1
288.984502745092,0.0286366790220506,0.424482332432803,0.364385069307077,0.182495919238069,0.0424373064356614,0.188520558429739,0.536778309041313,0.232263826093286,0.00231376986078972,0.874548851617786,0.0355672950467334,0.0875700834746911,16,6.9806977,0
